ID,Text,Region,Context,Surface_Meaning,Intended_Meaning,Intent_Type,Emotion,Emotion_Intensity,Sarcasm,Sarcasm_Intensity,Polarity_Surface,Polarity_Intent,Relation,Customer_Service,Complaint,Escalation_Risk,Explanation,Source
534,للأسف طلبت بطاقة افتراضية للتسوق أونلاين وطلعت رسومها أغلى من البطاقة العادية.,الجنوبية,طلب عميل بنكي بطاقة افتراضية مخصصة للتسوق الإلكتروني، لكنه فوجئ برسوم إصدار أعلى من البطاقة الفعلية العادية دون مبرر واضح.,سلبي,استياء مباشر من تسعير غير منطقي لخدمة أبسط,شكوى,استياء,3,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,عدم منطقية فارق السعر بين خدمة أبسط وأخرى أعقد يجعل الاستياء منطقيًا ومباشرًا دون أي تأويل إضافي.,Dataset4_1000
535,والله سهّلوا علينا، صار فيه رمز تحقق واحد يشتغل لكل عمليات اليوم بدل رمز لكل عملية.,الشمالية,غيّر بنك آلية التحقق الثنائي بحيث يصبح رمز واحد صالحًا لعدة عمليات متتالية خلال نفس اليوم بدلاً من رمز منفصل لكل عملية.,مدح,رضا حقيقي عن تبسيط عملي دون التضحية بالأمان الأساسي,شكر,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,التبسيط العملي الفعلي الموصوف في السياق يجعل الرضا صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
536,طيب ليش تطبيق التوصيل يحسب المسافة أطول من الواقع ويرفع السعر على أساسها؟,سعودية عامة,لاحظ عميل أن المسافة المحسوبة في تطبيق توصيل أطول بشكل ملحوظ من المسافة الفعلية بين النقطتين، مما رفع تكلفة الرحلة.,محايد,استياء مباشر من خطأ يؤثر على التكلفة الفعلية,شكوى,استياء,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,الخطأ الفعلي في حساب المسافة وتأثيره المباشر على التكلفة يجعل الاستياء منطقيًا ومباشرًا.,Dataset4_1000
537,عاشت الأيادي، عوضوني قيمة الرحلة كاملة لما السائق ألغى في اللحظة الأخيرة.,الوسطى,ألغى سائق رحلة توصيل في اللحظة الأخيرة بعد تأكيدها، فقامت الشركة بتعويض العميل كامل قيمة الرحلة دون أي تعقيد.,مدح,امتنان حقيقي لسياسة تعويض عادلة وسريعة,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,العدالة والسرعة الفعليتان في التعويض تجعلان الامتنان صادقًا ومباشرًا دون أي التباس.,Dataset4_1000
538,سبحان الله، طلبت غرض هش وحطوه جنب غرض ثقيل بنفس الكرتون.,الحجازية,طلب عميل منتجًا هشًا وآخر ثقيلاً في نفس الطلب، فوضعهما المتجر في نفس الكرتون دون فصل مناسب، مما تسبب في كسر المنتج الهش.,سلبي,استياء مباشر من إهمال في التعبئة تسبب بضرر فعلي,شكوى,غضب,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,مرتفع,الضرر الفعلي الناتج عن إهمال واضح في التعبئة يجعل الاستياء مباشرًا ويرفع احتمالية التصعيد بشكل كبير.,Dataset4_1000
539,يا هلا، ردوا علي بالعربي والإنجليزي عشان يتأكدون إني فهمت الحل صح.,الشرقية,حرص فريق دعم فني على تقديم الحل التقني لعميل بلغتين لضمان الفهم الكامل، رغم أن العميل يتحدث العربية بطلاقة.,مدح,تقدير حقيقي لحرص إضافي على وضوح التواصل,شكر,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الحرص الإضافي الفعلي على وضوح التواصل الموصوف في السياق يجعل التقدير صادقًا وليس مبالغة.,Dataset4_1000
540,للأسف حجزت جناح كامل وطلع عند الوصول إنه غرفتين عاديتين بس مجاورتين.,الجنوبية,حجز نزيل جناحًا فندقيًا كاملاً عبر الإنترنت بناءً على الوصف والصور، لكنه اكتشف عند الوصول أنه مجرد غرفتين عاديتين متجاورتين.,سلبي,استياء مباشر من تضليل واضح في وصف الحجز,شكوى,غضب,4,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,مرتفع,الفارق الجوهري بين الوصف المعلن والواقع الفعلي يجعل الاستياء مباشرًا ويرفع احتمالية التصعيد بوضوح.,Dataset4_1000
541,والله سهلوا علينا كثير، صار فيه خيار دفع جزء الآن والباقي عند الوصول للفندق.,الشمالية,أضافت منصة حجوزات فندقية خيار دفع جزء من قيمة الحجز مسبقًا وسداد الباقي عند الوصول، مما منح العميل مرونة مالية أكبر.,مدح,رضا حقيقي عن مرونة مالية عملية ومفيدة,شكر,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,المرونة العملية الفعلية لهذا الخيار الجديد تجعل الرضا صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
542,طيب ليش موعد المراجعة يتغير مكانه من مبنى لمبنى بدون تنبيه واضح؟,سعودية عامة,غيّرت جهة حكومية مكان موعد مراجعة عميل من مبنى إلى آخر دون إرسال تنبيه واضح ومسبق بهذا التغيير الجوهري.,محايد,استياء مباشر من غياب تنبيه لتغيير جوهري في الموعد,شكوى,ارتباك,3,لا,0,محايد,سلبي,مرتبط,نعم,نعم,متوسط,غياب التنبيه الواضح لتغيير جوهري كهذا يجعل الاستياء منطقيًا ومباشرًا دون أي تأويل إضافي.,Dataset4_1000
543,عاشت الأيادي، صار فيه إشعار قبل ساعة من الموعد بدل نص ساعة بس زي العادة.,الوسطى,غيّرت عيادة توقيت إشعار تذكير المواعيد من نصف ساعة إلى ساعة كاملة قبل الموعد، مما أعطى المرضى وقتًا أفضل للاستعداد والوصول.,مدح,رضا حقيقي عن تحسن عملي في توقيت التذكير,شكر,رضا,2,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,التحسن الفعلي في توقيت التذكير مقارنة بالمعتاد سابقًا يجعل الرضا صادقًا وموضوعيًا.,Dataset4_1000
544,سبحان الله، دفعت اشتراك سنوي وبعد ثلاثة أشهر توقفت الخدمة نهائيًا من الشركة.,الحجازية,دفع عميل قيمة اشتراك سنوي كامل مقدمًا، لكن الشركة المزودة للخدمة أوقفت عملها نهائيًا بعد ثلاثة أشهر فقط دون استرجاع كامل للمبلغ.,محايد,استياء شديد من خسارة مالية ناتجة عن توقف الخدمة,شكوى,غضب,5,لا,0,محايد,سلبي,مرتبط,نعم,نعم,مرتفع,الخسارة المالية الفعلية الكبيرة الناتجة عن توقف الخدمة دون استرجاع تجعل الاستياء مباشرًا ويرفع احتمالية التصعيد لأقصى درجة.,Dataset4_1000
545,يا سلام، خصصوا خط دعم منفصل للمشتركين طويلي الأمد، رد أسرع بكثير.,الشرقية,خصصت شركة خدمات خط دعم منفصل للمشتركين ذوي الاشتراك الطويل، مما قلل وقت الانتظار بشكل ملحوظ مقارنة بالخط العام.,مدح,رضا حقيقي عن تقدير عملي للولاء طويل الأمد,شكر,رضا,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,الفائدة العملية الفعلية لهذا التخصيص تجعل الرضا صادقًا وموضوعيًا دون أي مبالغة.,Dataset4_1000
546,للأسف اشتراكي يشمل خمس أجهزة بس التطبيق يوقفني عند الجهاز الرابع فقط.,الجنوبية,اشترك عميل في باقة تسمح باستخدام خمسة أجهزة في آن واحد، لكن التطبيق منعه من تفعيل الجهاز الخامس رغم أنه ضمن الحد المسموح.,سلبي,استياء مباشر من خلل تقني يخالف حدود الاشتراك المعلنة,شكوى,استياء,3,لا,0,سلبي,سلبي,مرتبط,نعم,نعم,متوسط,المخالفة الفعلية بين حدود الاشتراك المعلنة والتطبيق الفعلي تجعل الاستياء منطقيًا ومباشرًا.,Dataset4_1000
547,والله ما توقعت، خصصوا لي مستشار مالي شخصي بدون رسوم إضافية بعد ما رفعوا فئة حسابي.,الشمالية,رفع بنك تصنيف حساب عميل بناءً على معايير معينة، وخصص له مستشارًا ماليًا شخصيًا مجانيًا كخدمة إضافية لم يكن يتوقعها.,مدح,فرح حقيقي بمفاجأة إيجابية غير متوقعة,شكر,فرح,4,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,المفاجأة الإيجابية الفعلية غير المتوقعة تجعل الفرح المعبر عنه صادقًا وعميقًا دون أي مبالغة.,Dataset4_1000
548,طيب ليش لما أطلب فاتورة تفصيلية يطلع فيها رسوم مكتوبة برمز ما أفهمه؟,سعودية عامة,طلب عميل فاتورة تفصيلية لخدمة اتصالات ليفهم بنود الرسوم، لكن بعض البنود ظهرت برموز غير مفسرة يصعب على عميل عادي فهمها.,محايد,استياء مباشر من غياب وضوح في تفاصيل الفاتورة,شكوى,ارتباك,2,لا,0,محايد,سلبي,مرتبط,نعم,نعم,منخفض,غياب الوضوح الفعلي في تفاصيل مطلوبة خصيصًا للتوضيح يجعل الاستياء منطقيًا ومباشرًا.,Dataset4_1000
549,عاشت الأيادي، وصلني كوبون تعويض تلقائي لما تأخر الطلب نص ساعة بس.,الوسطى,تأخر طلب توصيل نصف ساعة فقط عن الوقت المتوقع، وأرسلت الشركة تلقائيًا كوبون تعويض للعميل دون أن يطلب ذلك أو يشتكي.,مدح,امتنان حقيقي لمبادرة تعويض استباقية حتى لتأخير بسيط,شكر,امتنان,3,لا,0,إيجابي,إيجابي,مرتبط,نعم,لا,منخفض,المبادرة الاستباقية حتى لتأخير بسيط نسبيًا تجعل الامتنان صادقًا وتعكس اهتمامًا فعليًا بتجربة العميل.,Dataset4_1000
